city,menuItemName,menuItemDescription,menuItemCurrentPrice,menuItemImageUrl,menuItemCategory,menuItemAverageRating,menuItemRatingCount,restaurantName,restaurantDescription
Houston,Sausage Biscuit,Sausage Patty on a Fresh Baked Biscuit.,$2.99,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/517cb593-e641-475b-b885-747fcf89deb4-retina-large-jpeg",Breakfast ,4.19095516204834,398,Raise the Roost,Chicken and Biscuits
Houston,Banana Pudding Parfait,"Vanilla Pudding with Fresh Cut Bananas, Nila Wafers, and Whipped Topping",$3.59,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/f48552d3-65a8-4ac6-b46b-e84d415c73a5-retina-large.JPG",Desserts,4.19095516204834,398,Raise the Roost,Chicken and Biscuits
Houston,Chocolate Pudding Parfait,"Chocolate Pudding with Oreo Cookie Crumbles, and Whipped Topping",$3.59,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/6ce1fdcd-db8c-40ae-8bb5-f88e01b72a46-retina-large.jpg",Desserts,4.19095516204834,398,Raise the Roost,Chicken and Biscuits
Houston,Potato Wedges,Side of Potato Wedges.,$2.49,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/cdd0d3f0-6ba9-4b54-8d41-7ace8bf77756-retina-large-jpeg",Sides,4.19095516204834,398,Raise the Roost,Chicken and Biscuits
Houston,Mac 'N' Cheese,Side of Mac 'N' Cheese.,$2.49,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/debdac50-275f-4924-9c2c-e474b88076e4-retina-large-jpeg",Sides,4.19095516204834,398,Raise the Roost,Chicken and Biscuits
Houston,Roost Signature Sauce,Extra cup of Roost Signature Sauce,$0.79,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/69a714d9-ea0c-4128-b34e-c87b3231bad1-retina-large-jpeg",Sides,4.19095516204834,398,Raise the Roost,Chicken and Biscuits
Houston,Roost Fresh Ranch Sauce,Extra cup of Roost Fresh Ranch Sauce.,$0.79,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/8ac84f0d-8e7d-4a99-a216-ee2f7aa3fe48-retina-large-jpeg",Sides,4.19095516204834,398,Raise the Roost,Chicken and Biscuits
Houston,Roost Buffalo Sauce,Extra cup of Roost Buffalo Sauce.,$0.79,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/4335c619-04d4-4a99-b093-b2b4b91b7eb7-retina-large-jpeg",Sides,4.19095516204834,398,Raise the Roost,Chicken and Biscuits
Houston,Roost Mango Habanero Sauce,Extra cup of Roost Mango Habanero Sauce.,$0.79,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/1efb11be-d36b-42c1-8336-501f123308cc-retina-large-jpeg",Sides,4.19095516204834,398,Raise the Roost,Chicken and Biscuits
Houston,Roost Honey BBQ Sauce,Extra cup of Roost Honey BBQ Sauce.,$0.79,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/1c04dee2-99f4-49c7-998b-5300952b41b8-retina-large-jpeg",Sides,4.19095516204834,398,Raise the Roost,Chicken and Biscuits
Houston,Baguette,Classic / Seeded.,$4.03,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/43ab6a25-84e9-45a1-ba99-6cdce75d6946-retina-large-jpeg",Breads,4.82178211212158,202,Badolina Bakery,"Pastries, Dessert, Coffee"
Houston,Nelson Bread,With seeds and honey,$9.20,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/ae90ae07-eadd-428f-9754-f41d482e6817-retina-large-jpeg",Breads,4.82178211212158,202,Badolina Bakery,"Pastries, Dessert, Coffee"
Houston,Chocolate Fudge,Gluten-Free.,$3.45,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/ec6ee401-4984-4067-88b5-0d8bd14fa3c5-retina-large-jpeg",Cookies,4.82178211212158,202,Badolina Bakery,"Pastries, Dessert, Coffee"
Houston,Cardamom Bun,Cardamom pastry topped with melted butter and sugar,$5.50,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/d33bd125-3f47-4696-8547-a80610f00fbb-retina-large-jpeg",Sweet Pastries,4.82178211212158,202,Badolina Bakery,"Pastries, Dessert, Coffee"
Houston,Double Chocolate Croissant,Chocolate croissant with chocolate cream,$6.30,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/3b7bb82a-8bbe-41fa-b4b5-d27f32b53a35-retina-large-jpeg",Sweet Pastries,4.82178211212158,202,Badolina Bakery,"Pastries, Dessert, Coffee"
Houston,Quiche,"Options Include: Sweet Potato and Butternut Squash/Zucchini, Leek and Gruyere",$9.20,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/3d2e11cc-18d2-4c2c-bb37-f849d2d247ed-retina-large-jpeg",Savory Pastries,4.82178211212158,202,Badolina Bakery,"Pastries, Dessert, Coffee"
Houston,Shakshuka Focaccia,Our Focaccia wrapped around a boiled egg and filled with our Shakshuka tomato sauce.,$8.60,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/91c34235-4f9d-4499-adc2-9b821e65220e-retina-large-jpeg",Savory Pastries,4.82178211212158,202,Badolina Bakery,"Pastries, Dessert, Coffee"
Houston,Sambusak,"Sabich (Eggplant, Roasted Tomatoes, Boiled Egg, and Tahini).",$8.60,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/f1b8c033-bf89-413f-92af-1696a5a1d17e-retina-large-jpeg",Savory Pastries,4.82178211212158,202,Badolina Bakery,"Pastries, Dessert, Coffee"
Houston,Caramelized Onion Focaccia,"Our focaccia topped with caramelized onion, poppy seeds and feta cheese",$5.75,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/1cd486ca-3971-46d2-b51f-1f9eeafc979c-retina-large-jpeg",Savory Pastries,4.82178211212158,202,Badolina Bakery,"Pastries, Dessert, Coffee"
Houston,Spinach and Cheese Focaccia,"Our focaccia topped with spinach, cheese and boiled egg.",$8.60,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/ca16a221-b6c3-43ee-b0fa-59fb2098069e-retina-large.JPG",Savory Pastries,4.82178211212158,202,Badolina Bakery,"Pastries, Dessert, Coffee"
Houston,"Cherry Tomato, Ricotta and Parmesan Focaccia","Our focaccia topped with cherry tomatoes, feta and basil.",$5.75,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/83f89f4a-b927-4183-8eff-01692f977e10-retina-large-jpeg",Savory Pastries,4.82178211212158,202,Badolina Bakery,"Pastries, Dessert, Coffee"
Houston,Basque Cheesecake,Our baseless cheesecake!,$6.90,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/1dc1640b-3fb7-42f0-9f44-f69600366c4a-retina-large-jpeg",Cake by the Slice,4.82178211212158,202,Badolina Bakery,"Pastries, Dessert, Coffee"
Houston,Orange Cake,Our gluten free orange cake!,$7.00,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/8ef8735a-3af1-499c-9ace-87e06e5eeda2-retina-large-jpeg",Cake by the Slice,4.82178211212158,202,Badolina Bakery,"Pastries, Dessert, Coffee"
Houston,Chicken & Pancakes,Four buttermilk crispy chicken strips made with all-natural chicken breast & 3 buttermilk pancakes. Served with choice of sauce.,$8.40,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/7908a7ba-e980-46f7-bfa9-c51f7e32ba41-retina-large.jpg",IHOPPY Hour,4.29876613616943,6239,IHOP,"Chicken, Milk Shakes, American, Burgers, Sandwiches, Pancakes, Breakfast"
Houston,Quick 2-Egg Breakfast,"2 eggs*, hash browns, 2 bacon strips or 2 pork sausage links & toast. ",$7.20,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/11a02793-ffee-47c7-a3a1-2750fde9adfd-retina-large.jpg",IHOPPY Hour,4.29876613616943,6239,IHOP,"Chicken, Milk Shakes, American, Burgers, Sandwiches, Pancakes, Breakfast"
Houston,Brisket Stuffed Sweet Potato,"(Not available at Breakfast/Brunch)baked sweet potato stuffed with smoked & chopped texas brisket, green onions, white cheddar, house bbq sauce & cabbage slaw",$17.39,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/243304b8-f401-4a48-abf8-4acf917f1437-4d67f40e-b726-4fe2-a9b6-9a49efa7e4ea-retina-large.JPG",Mains,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,Farmers Plate,(Not available at Breakfast/Brunch)Pick a Protein and 2 Sides ,$16.89,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/09ad5399-1a48-4c07-971a-5b064bc6b263-6d4b222b-31e3-4e2a-a4bd-d5ffaa80d0f2-retina-large.JPG",Mains,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,Texas Pecan Pesto Pasta,"(Not available at Breakfast/Brunch)linguini, house tx pecan basil pesto, creme fraiche, spinach, grape tomatoes & parmesan ",$13.49,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/3d69fb6e-c605-48e4-a113-2ae887d20011-d56242da-94b5-4b96-8d25-a801b50d93b4-retina-large.JPG",Mains,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,The Classic Steakburger,"American, lettuce, tomato, red onion, pickles & IHOP® Sauce. ",$8.40,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/6f444379-c023-41bd-9e25-bfc34f2c96cf-retina-large.jpg",IHOPPY Hour,4.29876613616943,6239,IHOP,"Chicken, Milk Shakes, American, Burgers, Sandwiches, Pancakes, Breakfast"
Houston,Citrus Glazed Salmon,"(Not available at Breakfast/Brunch)pan seared citrus glazed salmon* with organic quinoa, caramelized onion, roasted carrots, tomato, orange, & mint [avocado +2]",$21.09,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/fc120e32-868b-446e-9ea8-237e13491c99-d1da4100-5e98-491c-854e-59b7a6bad67c-retina-large.JPG",Mains,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,Ancho Chicken Bowl,"(Not available at Breakfast/Brunch)grilled cage free chicken with ancho chili sauce over cilantro lime rice & black beans topped with house roasted corn pico, cotija, & crispy tortilla strips",$16.29,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/91c6d592-e78b-4ac9-9c4f-3ab48c77f725-0ca67eb7-b796-4349-9d7a-a8a4a2e9f756-retina-large.JPG",Mains,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,Pretzels and Queso,[new snack size] smoked gouda queso with warm pretzel bread,$5.69,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/e64cc78e-a37b-400e-9c42-122a9a4030c4-1db47363-6e4c-483e-a60e-96b9028b2baf-retina-large.JPG",New Snacks,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,Chicken Lettuce Cups,"(Not available at Breakfast/Brunch)[new snack size] cabbage, mushrooms, carrot, green onion, water chestnuts, sesame seeds, miso-peanut sauce, crushed peanuts, serrano, crispy rice sticks",$7.89,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/34d3e5ec-7f7b-42bb-beb9-5337a49418ce-e935f1de-aa6c-4c78-889a-b85bcf9fa1f7-retina-large.JPG",New Snacks,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,Fried Smoked Gouda Grit Balls,(Not available at Breakfast/Brunch)[new snack portion]with jalapeño jelly,$5.69,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/5f64b226-0af2-4c47-9851-4cbc89b3bf86-6c540db3-4416-4912-b35e-364911b260a5-retina-large.JPG",New Snacks,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,Hummus & Pita,"[new snack size] chickpea hummus, marinated tomato, cucumber, kalamata and black olives, olive oil, basil, mint, & sumac with warm pita bread",$10.09,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/afe42331-f748-4e04-abbf-90dcfb452442-d7da9a7f-3ed7-4737-a45d-41d746b855ed-retina-large.JPG",New Snacks,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,Burger,"Ground beef patty with American cheese, sliced tomato, house made pickles, shaved red onion, lettuce & garlic aioli on a brioche bun with crispy fries.",$16.59,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/d0e39209-c73d-4748-9162-876a3767223f-dc019a3e-ff56-4e54-8cd5-e31eac442c11-retina-large.JPG",Sandwiches,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,Strawberry Watermelon Salad,"[new] goat cheese, arugula, cucumber, shaved red onion, mint,lime vinaigrette, & tajin",$14.59,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/f535945e-dba9-4c91-82af-cf1c6401e227-ecb979e5-dfc1-43d2-9496-e45dc94e8212-retina-large.JPG",Salads,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,Crispy Chicken Strips,3 buttermilk crispy chicken strips – choose Original or tossed in either Frank’s RedHot® Buffalo sauce or tangy BBQ sauce. Served with choice of dipping sauce.,$4.80,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/f00024a8-b0e6-443d-bf1c-09d2b813e570-c02b995d-9910-4194-81b0-1920985ae3d3-retina-large.JPG",IHOPPY Hour,4.29876613616943,6239,IHOP,"Chicken, Milk Shakes, American, Burgers, Sandwiches, Pancakes, Breakfast"
Houston,Ham & Cheese Omelette,"Ham, Jack & Cheddar & white cheese sauce. Served with 3 Buttermilk Pancakes.",$8.40,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/fd7dd59e-347d-4870-b061-18e2895c65c4-retina-large.jpg",IHOPPY Hour,4.29876613616943,6239,IHOP,"Chicken, Milk Shakes, American, Burgers, Sandwiches, Pancakes, Breakfast"
Houston,Buttermilk Crispy Chicken Sandwich,"Buttermilk crispy chicken breast, American, lettuce, tomato, red onion, pickles & IHOP® Sauce. ",$8.40,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/31003515-4c77-4114-b81f-bcfb955d635b-retina-large.jpg",IHOPPY Hour,4.29876613616943,6239,IHOP,"Chicken, Milk Shakes, American, Burgers, Sandwiches, Pancakes, Breakfast"
Houston,Truffle Mac and Cheese,(Not available at Breakfast/Brunch),$7.89,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/e40d8fbe-31ae-4537-bc8e-a2b6cdfafb74-cede8e7e-7720-41e0-b1f5-939960031841-retina-large.JPG",Soups/Sides,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,Balsamic Bacon Brussels Sprouts,(Not available at Breakfast/Brunch),$7.89,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/2f11a69a-05f1-4cb5-81e2-a39e1dd97900-c668dcf6-8a19-457d-8266-bae588114775-retina-large.JPG",Soups/Sides,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,Chicken Tortilla Bowl,(Not available at Breakfast/Brunch),$7.89,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/905a8b35-1479-487e-bf5e-99f036013387-54e1e557-ac96-453c-9990-2a90c8086800-retina-large.JPG",Soups/Sides,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,Chicken Tortilla Cup,(Not available at Breakfast/Brunch),$4.49,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/905a8b35-1479-487e-bf5e-99f036013387-54e1e557-ac96-453c-9990-2a90c8086800-retina-large.JPG",Soups/Sides,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,Mashed Sweet Potatoes,(Not available at Breakfast/Brunch),$4.79,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/e2f00ffb-82c1-49b2-8041-09a0bb17aee5-101fb187-5f05-4a08-8284-9f1e6c50689b-retina-large.JPG",Soups/Sides,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,Seasonal Vegetables,(Not available at Breakfast/Brunch),$6.79,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/303fa609-0b9e-4965-b24e-c6e1d13a1ae8-5506ecda-8eb0-464e-8576-3f59f96d0167-retina-large.JPG",Soups/Sides,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,Mozza Sticks,6 Mozzarella cheese sticks served with marinara.,$4.80,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/e9657d20-3ac4-47a7-8771-ef7788b11bf0-retina-large.jpg",IHOPPY Hour,4.29876613616943,6239,IHOP,"Chicken, Milk Shakes, American, Burgers, Sandwiches, Pancakes, Breakfast"
Houston,Sauteed Greens,(Not available at Breakfast/Brunch),$4.79,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/7ba4439e-a72f-4ca9-87f4-f483ac4a1522-1e849132-4fca-47f1-a745-2937d13d9830-retina-large.JPG",Soups/Sides,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,French Fries & Onion Rings Sampler,French Fries and Onion Rings served with IHOP® Sauce,$4.80,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/f7f7d236-3ef7-4cb1-8479-3774d8e0012b-retina-large.jpg",IHOPPY Hour,4.29876613616943,6239,IHOP,"Chicken, Milk Shakes, American, Burgers, Sandwiches, Pancakes, Breakfast"
Houston,Small Stawberry Watermelon  Salad,"watermelon, cucumber, pomegranate, arugula, & honey mascarpone with lime vinaigrette, blood orange balsamic glaze, & everything bagel seasoning",$8.99,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/f535945e-dba9-4c91-82af-cf1c6401e227-ecb979e5-dfc1-43d2-9496-e45dc94e8212-retina-large.JPG",Soups/Sides,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,BLT Sandwich,"Hickory-smoked bacon, lettuce, tomato & mayo on toasted white bread.",$7.20,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/b1d15d58-5762-4f2a-a857-100a50239236-retina-large.jpg",IHOPPY Hour,4.29876613616943,6239,IHOP,"Chicken, Milk Shakes, American, Burgers, Sandwiches, Pancakes, Breakfast"
Houston,Tomato Basil Bisque Cup,(Not available at Breakfast/Brunch),$4.49,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/dd2f3250-8ea7-4342-9778-0c3a256134de-f8c18b79-eab7-4569-8611-cbced9e7a6e8-retina-large.JPG",Soups/Sides,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,Tomato Basil Bisque Bowl,(Not available at Breakfast/Brunch),$7.89,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/a9efcd12-0ee0-488b-beba-528bca2e4196-664619c1-e271-403a-8e63-75f0e8127b0b-retina-large.JPG",Soups/Sides,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,White Chocolate Pretzel Bread Pudding,"pretzel bread, white chocolate, poached apple, cinnamon cream anglaise & shaved almonds",$7.89,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/7e9ddb1e-1879-44a6-b4f2-8ab269e4e5f0-cff3fc4c-cacd-48fc-985a-ac40fe62939e-retina-large.JPG",Desserts,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,Apple Pecan Salad,"organic spring mix, spinach, romaine hearts, red wine poached apples, tx goat cheese, candied pecans, & basil with mustard seed vinaigrette",$14.59,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/0df44ec1-f74b-4214-a881-9f84cc58ef67-a8be239f-7ecf-4dfa-bca5-4ee3690f3903-retina-large.JPG",Salads,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,Small Apple Pecan Salad,"organic spring mix, spinach, romaine hearts, red wine poached apples, tx goat cheese, candied pecans, & basil with mustard seed vinaigrette",$8.99,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/0df44ec1-f74b-4214-a881-9f84cc58ef67-a8be239f-7ecf-4dfa-bca5-4ee3690f3903-retina-large.JPG",Soups/Sides,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,Virgin Mojito,mint • lime • club soda • cane sugar,$7.89,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/e9dc47ac-7bb5-417e-b342-f892cf6584c8-40b32663-376d-4779-aa3e-136b7e79a1e4-retina-large.JPG",Drinks,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,Bloody Mary,tito’s vodka • house bloody mary mix,$12.39,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/a85d01ef-5582-498f-8891-b9b6b7bc46b3-091de986-07d4-47be-96e0-b41e898e3838-retina-large.JPG",Cocktails,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,Bittersweet Ginphony,aviation gin • lemon • cane sugar • bitters • mint,$11.29,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/55ea1dfb-80d1-4c44-b95c-28fe20186dd0-37ef3ecf-8cc5-4dc6-9fcf-b09ec1da2fd9-retina-large.JPG",Cocktails,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,Pacific Empress,"empress gin, cucumber, lavender, lime, lemon",$12.39,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/87941652-d06a-4c3d-8db2-1e97dd431fd8-a785b7c8-794b-4eb8-9bc0-def73b1d2e07-retina-large.JPG",Cocktails,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,Citrus Ranch Water,playa real silver • topo • lime • grapefruit,$12.39,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/e07a5b57-e214-46b5-acf2-4261a450e55f-80181a6e-12af-4d33-acb8-21ba37f7c5d2-retina-large.JPG",Cocktails,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,Bro-mosa,karbach blood orange Radler • oj • lemon juice,$6.79,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/e8f9a1ff-58d9-4e65-8e61-f833f5072a83-ec3a9109-7054-46b5-9786-2950814aeb1f-retina-large.JPG",Cocktails,4.72259521484375,9250,Dish Society,Farm-to-Table Modern American
Houston,Naked Fried Brussels,Fresh and crispy tossed in a fig demi glace sauce. (gf/sf),$9.00,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/df1ac732-2fb8-4c97-be0d-9230124c5933-retina-large.JPG",Mo' Better Bites,4.81443309783936,97,Mo' Better Brews,"Vegan, Wine, Beer, Waffles, Pancakes, Sandwiches, Pizza"
Houston,Buffalo Chik'n Dip,"Shredded chik'n, cream cheeze & buffalo sauce (gf)",$11.00,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/d58e99f3-17e5-40e1-a699-9f86b9bf57da-retina-large.JPG",Mo' Better Bites,4.81443309783936,97,Mo' Better Brews,"Vegan, Wine, Beer, Waffles, Pancakes, Sandwiches, Pizza"
